orgName,orgMetric,metric,deviceId,desc,product,productCode,descAll,type,high,hDesc,low,lDesc,unit,wr,alarm
KT31送风风差,KT31_SAirFl,SAirFl,KT31,送风压差,空调新风,P0014_,送风风差,模拟量,50,,0,,,只读,
KT31送风温湿度,KT31_SAirRh,SAirRh,KT31,送风湿度,空调新风,P0014_,送风湿度,模拟量,100,,0,,,只读,
,KT31_SAirT,SAirT,KT31,送风温度,空调新风,P0014_,送风温度,模拟量,60,,-20,,,只读,
KT31风机,KT31_SFanACtl,SFanACtl,KT31,风机自动启停,空调新风,P0014_,风机自动启停,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT31_SFanHAs,SFanHAs,KT31,风机手动/自动,空调新风,P0014_,风机手动/自动,数字量,1,自动,0,手动,,读写,
,KT31_SFanMCtl,SFanMCtl,KT31,风机手动启停,空调新风,P0014_,风机手动启停,数字量,1,启动,0,停止,,读写,
,KT31_SFanSt,SFanSt,KT31,风机运行状态,空调新风,P0014_,风机运行状态,数字量,1,运行,0,停止,,只读,
,KT31_SFanStOutTimeF,SFanStOutTimeF,KT31,风机启动超时故障,空调新风,P0014_,风机启动超时故障,数字量,1,故障,0,正常,,读写,值为1时报警
,KT31_SFanTimeRset,SFanTimeRset,KT31,风机运行时间复位,空调新风,P0014_,风机运行时间复位,数字量,1,复位,0,,,读写,
,KT31_SFanTtlRunTime,SFanTtlRunTime,KT31,风机累计运行时间,空调新风,P0014_,风机累计运行时间,模拟量,1000,,0,,,读写,
,KT31_VfCtl,VfCtl,KT31,风机变频运行准备控制字1142,空调新风,P0014_,风机变频运行准备控制字1142,模拟量,1000,,0,,,读写,
,KT31_VfF,VfF,KT31,风机变频故障报警,空调新风,P0014_,风机变频故障报警,数字量,1,报警,0,,,只读,值为1时报警
,KT31_VfHzCtl,VfHzCtl,KT31,风机变频频率调节,空调新风,P0014_,风机变频频率调节,模拟量,1000,,0,,,读写,
,KT31_VfHzS,VfHzS,KT31,风机变频频率反馈,空调新风,P0014_,风机变频频率反馈,模拟量,1000,,0,,,只读,
,KT31_VfHzSp,VfHzSp,KT31,风机变频频率设定值,空调新风,P0014_,风机变频频率设定值,模拟量,1000,,0,,,读写,
,KT31_VfLRs,VfLRs,KT31,风机变频远程/就地状态,空调新风,P0014_,风机变频远程/就地状态,数字量,1,远程,0,就地,,读写,
,KT31_VfS,VfS,KT31,风机变频运行状态,空调新风,P0014_,风机变频运行状态,数字量,1,运行,0,停止,,只读,
KT31西风机盘管,KT31_WestFcuCtl,WestFcuCtl,KT31,西风机盘管启停控制,空调新风,P0014_,西风机盘管启停控制,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT31_WestFcuHAs,WestFcuHAs,KT31,风机盘管手动/自动,空调新风,P0014_,风机盘管手动/自动,数字量,1,自动,0,手动,,读写,
,KT31_WestFcuMCtl,WestFcuMCtl,KT31,风机盘管手动控制,空调新风,P0014_,风机盘管手动控制,数字量,1,开启,0,关闭,,读写,
,KT31_WestFcuSt,WestFcuSt,KT31,西风机盘管运行状态,空调新风,P0014_,西风机盘管运行状态,数字量,1,运行,0,停止,,只读,
,KT31_WestFcuTSp,WestFcuTSp,KT31,风机盘管温度设定,空调新风,P0014_,风机盘管温度设定,模拟量,50,,0,,,读写,
KT31西侧室内温湿度,KT31_WestRmRh,WestRmRh,KT31,西侧室内湿度,空调新风,P0014_,西侧室内湿度,模拟量,50,,0,,,只读,
,KT31_WestRmT,WestRmT,KT31,西侧室内温度,空调新风,P0014_,西侧室内温度,模拟量,50,,0,,,只读,
KT31西余压阀,KT31_WestRvmCtl,WestRvmCtl,KT31,西余压阀开度给定,空调新风,P0014_,西余压阀开度给定,模拟量,100,,0,,,读写（不建议修改）,
,KT31_WestRvmCtlQ,WestRvmCtlQ,KT31,西余压阀开度控制HMI,空调新风,P0014_,西余压阀开度控制HMI,模拟量,100,,0,,,读写,
,KT31_WestRvmFb,WestRvmFb,KT31,西余压阀反馈,空调新风,P0014_,西余压阀反馈,模拟量,100,,0,,,只读,
,KT31_WestRvmHAs,WestRvmHAs,KT31,西余压阀手动/自动状态,空调新风,P0014_,西余压阀手动/自动状态,数字量,1,自动,0,手动,,读写,
,KT31_WestRvmMCtl,WestRvmMCtl,KT31,西余压阀手动设定值,空调新风,P0014_,西余压阀手动设定值,模拟量,100,,0,,,读写,
KT32恒湿机1（单元号14）,KT32_CF1_FSSZ,FSSZ,KT32_CF1,风速设置：高速/中速/低速/自动,恒湿机,P0013_,风速设置：高速/中速/低速/自动,模拟量,3,,0,,,读写,
,KT32_CF1_GCSSZ,GCSSZ,KT32_CF1,关除湿设置,恒湿机,P0013_,关除湿设置,模拟量,99,,10,,,读写,
,KT32_CF1_GJ,GJ,KT32_CF1,关机,恒湿机,P0013_,关机,数字量,1,关机,0,,,读写,
,KT32_CF1_GJSSZ,GJSSZ,KT32_CF1,关加湿设置,恒湿机,P0013_,关加湿设置,模拟量,99,,10,,,读写,
,KT32_CF1_GSWBJ,GSWBJ,KT32_CF1,高水位报警,恒湿机,P0013_,高水位报警,数字量,1,报警,0,,,只读,值为1时报警
,KT32_CF1_JSDL,JSDL,KT32_CF1,加湿电流,恒湿机,P0013_,加湿电流,模拟量,30,,0,,,只读,
,KT32_CF1_JSQ_DLGD,JSQ_DLGD,KT32_CF1,加湿器电流过大,恒湿机,P0013_,加湿器电流过大,数字量,1,,0,,,只读,值为1时报警
,KT32_CF1_JSQ_DY,JSQ_DY,KT32_CF1,加湿器电源,恒湿机,P0013_,加湿器电源,数字量,1,,0,,,只读,
,KT32_CF1_JSQ_JSF,JSQ_JSF,KT32_CF1,加湿器进水阀,恒湿机,P0013_,加湿器进水阀,数字量,1,,0,,,只读,
,KT32_CF1_JSQ_PSF,JSQ_PSF,KT32_CF1,加湿器排水阀,恒湿机,P0013_,加湿器排水阀,数字量,1,,0,,,只读,
,KT32_CF1_JSQ_WDL,JSQ_WDL,KT32_CF1,加湿器无电流,恒湿机,P0013_,加湿器无电流,数字量,1,,0,,,只读,值为1时报警
,KT32_CF1_JZZT,JZZT,KT32_CF1,机组状态/待机/运行/缓停/除霜,恒湿机,P0013_,机组状态/待机/运行/缓停/除霜,模拟量,3,,0,,,只读,
,KT32_CF1_KCSSZ,KCSSZ,KT32_CF1,开除湿设置,恒湿机,P0013_,开除湿设置,模拟量,99,,10,,,读写,
,KT32_CF1_KJ,KJ,KT32_CF1,开机,恒湿机,P0013_,开机（单元号14）,数字量,1,开机,0,,,读写,
,KT32_CF1_KJSSZ,KJSSZ,KT32_CF1,开加湿设置,恒湿机,P0013_,开加湿设置,模拟量,99,,10,,,读写,
,KT32_CF1_LDWD,LDWD,KT32_CF1,露点温度,恒湿机,P0013_,露点温度,模拟量,60,,-40,,,只读,
,KT32_CF1_PSB,PSB,KT32_CF1,排水泵状态,恒湿机,P0013_,排水泵状态,数字量,1,,0,,,只读,
,KT32_CF1_SFJ_DS,SFJ_DS,KT32_CF1,送风机低速,恒湿机,P0013_,送风机低速,数字量,1,,0,,,只读,
,KT32_CF1_SFJ_GS,SFJ_GS,KT32_CF1,送风机高速,恒湿机,P0013_,送风机高速,数字量,1,,0,,,只读,
,KT32_CF1_SFJ_ZS,SFJ_ZS,KT32_CF1,送风机中速,恒湿机,P0013_,送风机中速,数字量,1,,0,,,只读,
,KT32_CF1_SNSD,SNSD,KT32_CF1,室内湿度,恒湿机,P0013_,室内湿度,模拟量,100,,0,,,只读,
,KT32_CF1_SNWD,SNWD,KT32_CF1,室内温度,恒湿机,P0013_,室内温度,模拟量,120,,-30,,,只读,
,KT32_CF1_SWZT,SWZT,KT32_CF1,水位状态,恒湿机,P0013_,水位状态,模拟量,3,,0,,,只读,
,KT32_CF1_WSDTT_GZ,WSDTT_GZ,KT32_CF1,温湿度探头故障,恒湿机,P0013_,温湿度探头故障,数字量,1,,0,,,只读,值为1时报警
,KT32_CF1_YSJ,YSJ,KT32_CF1,压缩机状态,恒湿机,P0013_,压缩机状态,数字量,1,,0,,,只读,
,KT32_CF1_YSJ_DLGD,YSJ_DLGD,KT32_CF1,压缩机电流过大,恒湿机,P0013_,压缩机电流过大,数字量,1,,0,,,只读,值为1时报警
,KT32_CF1_YSJ_DY,YSJ_DY,KT32_CF1,压缩机低压,恒湿机,P0013_,压缩机低压,数字量,1,,0,,,只读,值为1时报警
,KT32_CF1_YSJ_GY,YSJ_GY,KT32_CF1,压缩机高压,恒湿机,P0013_,压缩机高压,数字量,1,,0,,,只读,值为1时报警
,KT32_CF1_YSJ_GZ,YSJ_GZ,KT32_CF1,压缩机过载,恒湿机,P0013_,压缩机过载,数字量,1,,0,,,只读,值为1时报警
,KT32_CF1_YSJ_WDL,YSJ_WDL,KT32_CF1,压缩机无电流,恒湿机,P0013_,压缩机无电流,数字量,1,,0,,,只读,值为1时报警
,KT32_CF1_YSJDL,YSJDL,KT32_CF1,压缩机电流,恒湿机,P0013_,压缩机电流,模拟量,30,,0,,,只读,
,KT32_CF1ACtl,ACtl,KT32_CF1,自动启停,恒湿机,P0013_,恒湿机1自动启停,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT32_CF1HAs,HAs,KT32_CF1,手动/自动,恒湿机,P0013_,恒湿机1手自动状态,数字量,1,运行,0,停止,,读写,
,KT32_CF1MCtl,MCtl,KT32_CF1,手动控制,恒湿机,P0013_,恒湿机1手动启停,数字量,1,启动,0,停止,,读写,
KT32恒湿机2（单元号30）,KT32_CF2_FSSZ,FSSZ,KT32_CF2,风速设置：高速/中速/低速/自动,恒湿机,P0013_,风速设置：高速/中速/低速/自动,模拟量,3,,0,,,读写,
,KT32_CF2_GCSSZ,GCSSZ,KT32_CF2,关除湿设置,恒湿机,P0013_,关除湿设置,模拟量,99,,10,,,读写,
,KT32_CF2_GJ,GJ,KT32_CF2,关机,恒湿机,P0013_,关机,数字量,1,关机,0,,,读写,
,KT32_CF2_GJSSZ,GJSSZ,KT32_CF2,关加湿设置,恒湿机,P0013_,关加湿设置,模拟量,99,,10,,,读写,
,KT32_CF2_GSWBJ,GSWBJ,KT32_CF2,高水位报警,恒湿机,P0013_,高水位报警,数字量,1,报警,0,,,只读,
,KT32_CF2_JSDL,JSDL,KT32_CF2,加湿电流,恒湿机,P0013_,加湿电流,模拟量,30,,0,,,只读,
,KT32_CF2_JSQ_DLGD,JSQ_DLGD,KT32_CF2,加湿器电流过大,恒湿机,P0013_,加湿器电流过大,数字量,1,,0,,,只读,
,KT32_CF2_JSQ_DY,JSQ_DY,KT32_CF2,加湿器电源,恒湿机,P0013_,加湿器电源,数字量,1,,0,,,只读,
,KT32_CF2_JSQ_JSF,JSQ_JSF,KT32_CF2,加湿器进水阀,恒湿机,P0013_,加湿器进水阀,数字量,1,,0,,,只读,
,KT32_CF2_JSQ_PSF,JSQ_PSF,KT32_CF2,加湿器排水阀,恒湿机,P0013_,加湿器排水阀,数字量,1,,0,,,只读,
,KT32_CF2_JSQ_WDL,JSQ_WDL,KT32_CF2,加湿器无电流,恒湿机,P0013_,加湿器无电流,数字量,1,,0,,,只读,
,KT32_CF2_JZZT,JZZT,KT32_CF2,机组状态/待机/运行/缓停/除霜,恒湿机,P0013_,机组状态/待机/运行/缓停/除霜,模拟量,3,,0,,,只读,
,KT32_CF2_KCSSZ,KCSSZ,KT32_CF2,开除湿设置,恒湿机,P0013_,开除湿设置,模拟量,99,,10,,,读写,
,KT32_CF2_KJ,KJ,KT32_CF2,开机,恒湿机,P0013_,开机（单元号30）,数字量,1,开机,0,,,读写,
,KT32_CF2_KJSSZ,KJSSZ,KT32_CF2,开加湿设置,恒湿机,P0013_,开加湿设置,模拟量,99,,10,,,读写,
,KT32_CF2_LDWD,LDWD,KT32_CF2,露点温度,恒湿机,P0013_,露点温度,模拟量,60,,-40,,,只读,
,KT32_CF2_PSB,PSB,KT32_CF2,排水泵状态,恒湿机,P0013_,排水泵状态,数字量,1,,0,,,只读,
,KT32_CF2_SFJ_DS,SFJ_DS,KT32_CF2,送风机低速,恒湿机,P0013_,送风机低速,数字量,1,,0,,,只读,
,KT32_CF2_SFJ_GS,SFJ_GS,KT32_CF2,送风机高速,恒湿机,P0013_,送风机高速,数字量,1,,0,,,只读,
,KT32_CF2_SFJ_ZS,SFJ_ZS,KT32_CF2,送风机中速,恒湿机,P0013_,送风机中速,数字量,1,,0,,,只读,
,KT32_CF2_SNSD,SNSD,KT32_CF2,室内湿度,恒湿机,P0013_,室内湿度,模拟量,100,,0,,,只读,
,KT32_CF2_SNWD,SNWD,KT32_CF2,室内温度,恒湿机,P0013_,室内温度,模拟量,120,,-30,,,只读,
,KT32_CF2_SWZT,SWZT,KT32_CF2,水位状态,恒湿机,P0013_,水位状态,模拟量,3,,0,,,只读,
,KT32_CF2_WSDTT_GZ,WSDTT_GZ,KT32_CF2,温湿度探头故障,恒湿机,P0013_,温湿度探头故障,数字量,1,,0,,,只读,
,KT32_CF2_YSJ,YSJ,KT32_CF2,压缩机状态,恒湿机,P0013_,压缩机状态,数字量,1,,0,,,只读,
,KT32_CF2_YSJ_DLGD,YSJ_DLGD,KT32_CF2,压缩机电流过大,恒湿机,P0013_,压缩机电流过大,数字量,1,,0,,,只读,
,KT32_CF2_YSJ_DY,YSJ_DY,KT32_CF2,压缩机低压,恒湿机,P0013_,压缩机低压,数字量,1,,0,,,只读,
,KT32_CF2_YSJ_GY,YSJ_GY,KT32_CF2,压缩机高压,恒湿机,P0013_,压缩机高压,数字量,1,,0,,,只读,
,KT32_CF2_YSJ_GZ,YSJ_GZ,KT32_CF2,压缩机过载,恒湿机,P0013_,压缩机过载,数字量,1,,0,,,只读,
,KT32_CF2_YSJ_WDL,YSJ_WDL,KT32_CF2,压缩机无电流,恒湿机,P0013_,压缩机无电流,数字量,1,,0,,,只读,
,KT32_CF2_YSJDL,YSJDL,KT32_CF2,压缩机电流,恒湿机,P0013_,压缩机电流,模拟量,30,,0,,,只读,
,KT32_CF2ACtl,ACtl,KT32_CF2,自动启停,恒湿机,P0013_,恒湿机2自动启停,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT32_CF2HAs,HAs,KT32_CF2,手动/自动,恒湿机,P0013_,恒湿机2手自动状态,数字量,1,运行,0,停止,,读写,
,KT32_CF2MCtl,MCtl,KT32_CF2,手动控制,恒湿机,P0013_,恒湿机2手动启停,数字量,1,启动,0,停止,,读写,
KT32恒湿机3（单元号39）,KT32_CF3_FSSZ,FSSZ,KT32_CF3,风速设置：高速/中速/低速/自动,恒湿机,P0013_,风速设置：高速/中速/低速/自动,模拟量,3,,0,,,读写,
,KT32_CF3_GCSSZ,GCSSZ,KT32_CF3,关除湿设置,恒湿机,P0013_,关除湿设置,模拟量,99,,10,,,读写,
,KT32_CF3_GJ,GJ,KT32_CF3,关机,恒湿机,P0013_,关机,数字量,1,关机,0,,,读写,
,KT32_CF3_GJSSZ,GJSSZ,KT32_CF3,关加湿设置,恒湿机,P0013_,关加湿设置,模拟量,99,,10,,,读写,
,KT32_CF3_GSWBJ,GSWBJ,KT32_CF3,高水位报警,恒湿机,P0013_,高水位报警,数字量,1,报警,0,,,只读,值为1时报警
,KT32_CF3_JSDL,JSDL,KT32_CF3,加湿电流,恒湿机,P0013_,加湿电流,模拟量,30,,0,,,只读,
,KT32_CF3_JSQ_DLGD,JSQ_DLGD,KT32_CF3,加湿器电流过大,恒湿机,P0013_,加湿器电流过大,数字量,1,,0,,,只读,值为1时报警
,KT32_CF3_JSQ_DY,JSQ_DY,KT32_CF3,加湿器电源,恒湿机,P0013_,加湿器电源,数字量,1,,0,,,只读,
,KT32_CF3_JSQ_JSF,JSQ_JSF,KT32_CF3,加湿器进水阀,恒湿机,P0013_,加湿器进水阀,数字量,1,,0,,,只读,
,KT32_CF3_JSQ_PSF,JSQ_PSF,KT32_CF3,加湿器排水阀,恒湿机,P0013_,加湿器排水阀,数字量,1,,0,,,只读,
,KT32_CF3_JSQ_WDL,JSQ_WDL,KT32_CF3,加湿器无电流,恒湿机,P0013_,加湿器无电流,数字量,1,,0,,,只读,值为1时报警
,KT32_CF3_JZZT,JZZT,KT32_CF3,机组状态/待机/运行/缓停/除霜,恒湿机,P0013_,机组状态/待机/运行/缓停/除霜,模拟量,3,,0,,,只读,
,KT32_CF3_KCSSZ,KCSSZ,KT32_CF3,开除湿设置,恒湿机,P0013_,开除湿设置,模拟量,99,,10,,,读写,
,KT32_CF3_KJ,KJ,KT32_CF3,开机,恒湿机,P0013_,开机（单元号39）,数字量,1,开机,0,,,读写,
,KT32_CF3_KJSSZ,KJSSZ,KT32_CF3,开加湿设置,恒湿机,P0013_,开加湿设置,模拟量,99,,10,,,读写,
,KT32_CF3_LDWD,LDWD,KT32_CF3,露点温度,恒湿机,P0013_,露点温度,模拟量,60,,-40,,,只读,
,KT32_CF3_PSB,PSB,KT32_CF3,排水泵状态,恒湿机,P0013_,排水泵状态,数字量,1,,0,,,只读,
,KT32_CF3_SFJ_DS,SFJ_DS,KT32_CF3,送风机低速,恒湿机,P0013_,送风机低速,数字量,1,,0,,,只读,
,KT32_CF3_SFJ_GS,SFJ_GS,KT32_CF3,送风机高速,恒湿机,P0013_,送风机高速,数字量,1,,0,,,只读,
,KT32_CF3_SFJ_ZS,SFJ_ZS,KT32_CF3,送风机中速,恒湿机,P0013_,送风机中速,数字量,1,,0,,,只读,
,KT32_CF3_SNSD,SNSD,KT32_CF3,室内湿度,恒湿机,P0013_,室内湿度,模拟量,100,,0,,,只读,
,KT32_CF3_SNWD,SNWD,KT32_CF3,室内温度,恒湿机,P0013_,室内温度,模拟量,120,,-30,,,只读,
,KT32_CF3_SWZT,SWZT,KT32_CF3,水位状态,恒湿机,P0013_,水位状态,模拟量,3,,0,,,只读,
,KT32_CF3_WSDTT_GZ,WSDTT_GZ,KT32_CF3,温湿度探头故障,恒湿机,P0013_,温湿度探头故障,数字量,1,,0,,,只读,值为1时报警
,KT32_CF3_YSJ,YSJ,KT32_CF3,压缩机状态,恒湿机,P0013_,压缩机状态,数字量,1,,0,,,只读,
,KT32_CF3_YSJ_DLGD,YSJ_DLGD,KT32_CF3,压缩机电流过大,恒湿机,P0013_,压缩机电流过大,数字量,1,,0,,,只读,值为1时报警
,KT32_CF3_YSJ_DY,YSJ_DY,KT32_CF3,压缩机低压,恒湿机,P0013_,压缩机低压,数字量,1,,0,,,只读,值为1时报警
,KT32_CF3_YSJ_GY,YSJ_GY,KT32_CF3,压缩机高压,恒湿机,P0013_,压缩机高压,数字量,1,,0,,,只读,值为1时报警
,KT32_CF3_YSJ_GZ,YSJ_GZ,KT32_CF3,压缩机过载,恒湿机,P0013_,压缩机过载,数字量,1,,0,,,只读,值为1时报警
,KT32_CF3_YSJ_WDL,YSJ_WDL,KT32_CF3,压缩机无电流,恒湿机,P0013_,压缩机无电流,数字量,1,,0,,,只读,值为1时报警
,KT32_CF3_YSJDL,YSJDL,KT32_CF3,压缩机电流,恒湿机,P0013_,压缩机电流,模拟量,30,,0,,,只读,
,KT32_CF3ACtl,ACtl,KT32_CF3,自动启停,恒湿机,P0013_,恒湿机3自动启停,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT32_CF3HAs,HAs,KT32_CF3,手动/自动,恒湿机,P0013_,恒湿机3手自动状态,数字量,1,运行,0,停止,,读写,
,KT32_CF3MCtl,MCtl,KT32_CF3,手动控制,恒湿机,P0013_,恒湿机3手动启停,数字量,1,启动,0,停止,,读写,
KT32恒湿机（单元号41）,KT32_CF4_FSSZ,FSSZ,KT32_CF4,风速设置：高速/中速/低速/自动,恒湿机,P0013_,风速设置：高速/中速/低速/自动,模拟量,3,,0,,,读写,
,KT32_CF4_GCSSZ,GCSSZ,KT32_CF4,关除湿设置,恒湿机,P0013_,关除湿设置,模拟量,99,,10,,,读写,
,KT32_CF4_GJ,GJ,KT32_CF4,关机,恒湿机,P0013_,关机,数字量,1,关机,0,,,读写,
,KT32_CF4_GJSSZ,GJSSZ,KT32_CF4,关加湿设置,恒湿机,P0013_,关加湿设置,模拟量,99,,10,,,读写,
,KT32_CF4_GSWBJ,GSWBJ,KT32_CF4,高水位报警,恒湿机,P0013_,高水位报警,数字量,1,报警,0,,,只读,值为1时报警
,KT32_CF4_JSDL,JSDL,KT32_CF4,加湿电流,恒湿机,P0013_,加湿电流,模拟量,30,,0,,,只读,
,KT32_CF4_JSQ_DLGD,JSQ_DLGD,KT32_CF4,加湿器电流过大,恒湿机,P0013_,加湿器电流过大,数字量,1,,0,,,只读,值为1时报警
,KT32_CF4_JSQ_DY,JSQ_DY,KT32_CF4,加湿器电源,恒湿机,P0013_,加湿器电源,数字量,1,,0,,,只读,
,KT32_CF4_JSQ_JSF,JSQ_JSF,KT32_CF4,加湿器进水阀,恒湿机,P0013_,加湿器进水阀,数字量,1,,0,,,只读,
,KT32_CF4_JSQ_PSF,JSQ_PSF,KT32_CF4,加湿器排水阀,恒湿机,P0013_,加湿器排水阀,数字量,1,,0,,,只读,
,KT32_CF4_JSQ_WDL,JSQ_WDL,KT32_CF4,加湿器无电流,恒湿机,P0013_,加湿器无电流,数字量,1,,0,,,只读,值为1时报警
,KT32_CF4_JZZT,JZZT,KT32_CF4,机组状态/待机/运行/缓停/除霜,恒湿机,P0013_,机组状态/待机/运行/缓停/除霜,模拟量,3,,0,,,只读,
,KT32_CF4_KCSSZ,KCSSZ,KT32_CF4,开除湿设置,恒湿机,P0013_,开除湿设置,模拟量,99,,10,,,读写,
,KT32_CF4_KJ,KJ,KT32_CF4,开机,恒湿机,P0013_,开机（单元号41）,数字量,1,开机,0,,,读写,
,KT32_CF4_KJSSZ,KJSSZ,KT32_CF4,开加湿设置,恒湿机,P0013_,开加湿设置,模拟量,99,,10,,,读写,
,KT32_CF4_LDWD,LDWD,KT32_CF4,露点温度,恒湿机,P0013_,露点温度,模拟量,60,,-40,,,只读,
,KT32_CF4_PSB,PSB,KT32_CF4,排水泵状态,恒湿机,P0013_,排水泵状态,数字量,1,,0,,,只读,
,KT32_CF4_SFJ_DS,SFJ_DS,KT32_CF4,送风机低速,恒湿机,P0013_,送风机低速,数字量,1,,0,,,只读,
,KT32_CF4_SFJ_GS,SFJ_GS,KT32_CF4,送风机高速,恒湿机,P0013_,送风机高速,数字量,1,,0,,,只读,
,KT32_CF4_SFJ_ZS,SFJ_ZS,KT32_CF4,送风机中速,恒湿机,P0013_,送风机中速,数字量,1,,0,,,只读,
,KT32_CF4_SNSD,SNSD,KT32_CF4,室内湿度,恒湿机,P0013_,室内湿度,模拟量,100,,0,,,只读,
,KT32_CF4_SNWD,SNWD,KT32_CF4,室内温度,恒湿机,P0013_,室内温度,模拟量,120,,-30,,,只读,
,KT32_CF4_SWZT,SWZT,KT32_CF4,水位状态,恒湿机,P0013_,水位状态,模拟量,3,,0,,,只读,
,KT32_CF4_WSDTT_GZ,WSDTT_GZ,KT32_CF4,温湿度探头故障,恒湿机,P0013_,温湿度探头故障,数字量,1,,0,,,只读,值为1时报警
,KT32_CF4_YSJ,YSJ,KT32_CF4,压缩机状态,恒湿机,P0013_,压缩机状态,数字量,1,,0,,,只读,
,KT32_CF4_YSJ_DLGD,YSJ_DLGD,KT32_CF4,压缩机电流过大,恒湿机,P0013_,压缩机电流过大,数字量,1,,0,,,只读,值为1时报警
,KT32_CF4_YSJ_DY,YSJ_DY,KT32_CF4,压缩机低压,恒湿机,P0013_,压缩机低压,数字量,1,,0,,,只读,值为1时报警
,KT32_CF4_YSJ_GY,YSJ_GY,KT32_CF4,压缩机高压,恒湿机,P0013_,压缩机高压,数字量,1,,0,,,只读,值为1时报警
,KT32_CF4_YSJ_GZ,YSJ_GZ,KT32_CF4,压缩机过载,恒湿机,P0013_,压缩机过载,数字量,1,,0,,,只读,值为1时报警
,KT32_CF4_YSJ_WDL,YSJ_WDL,KT32_CF4,压缩机无电流,恒湿机,P0013_,压缩机无电流,数字量,1,,0,,,只读,值为1时报警
,KT32_CF4_YSJDL,YSJDL,KT32_CF4,压缩机电流,恒湿机,P0013_,压缩机电流,模拟量,30,,0,,,只读,
,KT32_CF4ACtl,ACtl,KT32_CF4,自动启停,恒湿机,P0013_,恒湿机4自动启停,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT32_CF4HAs,HAs,KT32_CF4,手动/自动,恒湿机,P0013_,恒湿机4手自动状态,数字量,1,运行,0,停止,,读写,
,KT32_CF4MCtl,MCtl,KT32_CF4,手动控制,恒湿机,P0013_,恒湿机4手动启停,数字量,1,启动,0,停止,,读写,
KT32防冻报警,KT32_CoolAlm,CoolAlm,KT32,防冻报警,空调新风,P0014_,防冻报警,数字量,1,温度低,0,正常,,只读,值为1时报警
KT32冷热水阀,KT32_CoolPrtOut,CoolPrtOut,KT32,冷热水阀防冻保护输出,空调新风,P0014_,冷热水阀防冻保护输出,数字量,1,,0,,,读写（不建议修改）,
,KT32_CvlvCtl,CvlvCtl,KT32,冷热水阀开度控制,空调新风,P0014_,冷热水阀开度控制,模拟量,100,,0,,,读写（不建议修改）,
,KT32_CvlvCtlQ,CvlvCtlQ,KT32,冷热水阀开度控制HMI,空调新风,P0014_,冷热水阀开度控制HMI,模拟量,100,,0,,,只读,
,KT32_CvlvFb,CvlvFb,KT32,"冷热水阀开度反馈
",空调新风,P0014_,"冷热水阀开度反馈
",模拟量,100,,0,,,只读,
,KT32_CvlvGain,CvlvGain,KT32,冷热水阀PID调节增益设定值,空调新风,P0014_,冷热水阀PID调节增益设定值,模拟量,50,,0,,,读写（不建议修改）,
,KT32_CvlvHAs,CvlvHAs,KT32,冷热水阀手动/自动,空调新风,P0014_,冷热水阀手动/自动,数字量,1,自动,0,手动,,读写,
,KT32_CvlvMaxSp,CvlvMaxSp,KT32,冷热水阀最大开度设定值,空调新风,P0014_,冷热水阀最大开度设定值,模拟量,100,,0,,,读写,
,KT32_CvlvMCtl,CvlvMCtl,KT32,冷热水阀手动设定值,空调新风,P0014_,冷热水阀手动设定值,模拟量,100,,0,,,读写,
,KT32_CvlvMinSp,CvlvMinSp,KT32,冷热水阀最小开度设定值,空调新风,P0014_,冷热水阀最小开度设定值,模拟量,100,,0,,,读写,
,KT32_CvlvTI,CvlvTI,KT32,冷热水阀PID调节积分设定值,空调新风,P0014_,冷热水阀PID调节积分设定值,模拟量,1000,,0,,,读写（不建议修改）,
KT32东风机盘管,KT32_EastFcuCtl,EastFcuCtl,KT32,东风机盘管启停控制,空调新风,P0014_,东风机盘管启停控制,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT32_EastFcuHAs,EastFcuHAs,KT32,风机盘管手动/自动,空调新风,P0014_,风机盘管手动/自动,数字量,1,自动,0,手动,,读写,
,KT32_EastFcuMCtl,EastFcuMCtl,KT32,风机盘管手动控制,空调新风,P0014_,风机盘管手动控制,数字量,1,开启,0,关闭,,只读,
,KT32_EastFcuSt,EastFcuSt,KT32,东风机盘管运行状态,空调新风,P0014_,东风机盘管运行状态,数字量,1,运行,0,停止,,只读,
,KT32_EastFcuTSp,EastFcuTSp,KT32,风机盘管温度设定,空调新风,P0014_,风机盘管温度设定,模拟量,100,,0,,,读写（不建议修改）,
KT32东侧室内温湿度,KT32_EastRmRh,EastRmRh,KT32,东侧室内湿度,空调新风,P0014_,东侧室内湿度,模拟量,50,,0,,,只读,
,KT32_EastRmT,EastRmT,KT32,东侧室内温度,空调新风,P0014_,东侧室内温度,模拟量,50,,0,,,只读,
KT32东余压阀,KT32_EastRvmCtl,EastRvmCtl,KT32,东余压阀开度给定,空调新风,P0014_,东余压阀开度给定,模拟量,100,,0,,,读写（不建议修改）,
,KT32_EastRvmCtlQ,EastRvmCtlQ,KT32,东余压阀开度控制HMI,空调新风,P0014_,东余压阀开度控制HMI,模拟量,100,,0,,,读写,
